#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MH153810	61.67
MH153808	52.304
MH230879	49.808
MH077579	112.351
MH077577	57.034
JN699628	80.228
MH051261	156.679
MH051260	156.221
MH051258	58.351
MH051255	61.808
MH051246	59.812
MH051266	155.916
MH025889	73.659
MH020245	56.439
MH020241	49.965
MG962374	61.535
MG962371	60.143
MG962369	59.608
MG962368	59.545
MG962364	60.463
MH001453	60.031
MH001450	60.908
MH001447	71.752
MH001446	60.579
MG812494	156.471
MG812493	155.943
MG872839	156.804
MG872834	50.646
MG757167	64.625
MG757166	64.124
MG757157	67.527
MG757155	77.497
MG757152	76.008
KT361920	57.256
KM400683	109.801
HM152767	59.798
EU826469	154.017
MG845393	47.953
MG770214	75.687
MG770211	76.889
MF919537	92.546
MG099940	77.354
MG099935	73.851
MG099939	54.867
MG099941	46.042
MG099948	43.886
MG198785	47.618
MG198784	44.408
MG198783	42.475
MF919542	66.251
MF919534	109.799
MF919532	59.873
MF919527	154.874
MF919521	50.948
MF919520	93.201
MF919518	56.167
MF919513	155.759
MF919512	112.329
MF919510	65.869
MF919504	112.285
MF919502	57.437
MF919499	155.034
MF919495	156.514
MF919494	154.061
MF919493	155.205
MF919492	46.732
MF185728	77.031
MF472894	47.612
MF472892	60.311
MF668284	110.24
MF668267	59.947
MF140406	61.594
MF140402	57.697
MF324910	76.315
MF140435	58.046
MF140430	59.556
MF140428	60.143
MF140422	75.822
MF140421	70.413
MF140416	60.934
MF140414	76.075
MF140413	69.537
MF140412	59.708
MF140411	58.15
MF140408	58.129
MF140399	46.484
MF140398	61.761
MF185726	73.808
MF185722	61.041
MF185720	63.153
MF185719	63.344
MF324915	62.236
MF324914	60.321
MF324913	60.813
MF324912	61.109
MF324911	61.882
MF324909	56.58
MF324908	61.208
MF281061	48.699
MF373843	48.815
MF373841	61.318
MF377440	60.746
MF319184	80.123
MF140405	72.055
MF185730	76.653
MF185717	62.112
MF133446	48.639
MF133445	108.627
MF072690	109.575
KY969628	71.726
KY783914	80.309
KY471269	44.936
KY471268	44.936
KY380102	59.707
KY223999	84.303
KY130461	60.973
KY087992	57.895
KY087993	61.812
KX831080	157.034
KX808132	56.439
KX756439	42.454
KX688047	58.129
KX781992	154.474
KX721256	155.565
KX721255	155.582
KX657796	60.526
KX657795	60.526
KX657794	60.526
KX648391	49.658
KX641264	60.053
KX641262	48.87
KX683428	61.145
KX621007	58.39
KX580962	75.806
KX580961	76.363
KX585253	59.812
KX585251	61.248
KX557282	41.857
KX752698	160.985
KX636165	61.626
KX557287	52.077
KX557276	93.686
KX557274	47.898
KX557273	53.432
KX557272	92.58
KX507361	76.012
KX369583	155.8
KX159477	65.237
KU997639	76.492
KU998254	80.649
KU998253	80.65
KU998252	80.729
KU998247	93.843
KU998246	92.618
KU998244	93.139
KU998243	75.462
KU998242	74.073
KU998241	75.68
KU998240	73.752
KU998238	45.858
KU998237	45.858
KU998236	54.99
KU985090	48.67
KU963263	53.717
KU963262	75.38
KU963259	49.894
KU963258	75.38
KU963257	50.346
KU963255	53.431
KU963249	51.884
KU963247	47.881
KU963246	47.88
KU963245	76.972
KU935731	44.872
KU935728	42.395
KT591076	71.436
KU252585	53.182
KU234099	75.844
KT365400	153.243
KT365398	156.754
KT281794	75.626
KT281789	59.052
KT591491	81.128
KT591490	58.065
KT591489	76.271
KT281791	75.816
KT281790	153.714
KT372003	75.586
KT347313	47.618
KT321476	155.292
KR080196	154.553
KR080206	61.081
KR080195	49.203
KM923971	62.738
KP027200	46.869
KP027199	61.251
KP027206	58.211
KP027201	55.832
KM925136	110.764
KM881426	157.204
KM677211	60.609
KM588359	43.68
KM591905	42.596
KM363596	61.511
KM101123	109.871
KJ944841	57.253
KJ567045	60.31
KJ595575	155.476
KJ567042	62.661
KJ567041	55.307
KJ538721	65.243
KJ510412	57.315
KF986246	42.24
KF841477	47.162
KF713486	62.466
KF024734	155.714
KF006817	154.434
KF416342	70.657
KF024731	76.129
KF024725	76.05
KF006818	109.96
KF114875	108.297
KC748970	156.558
KC748968	157.482
KC691257	154.872
KC691256	47.109
KC691254	76.652
KC900379	80.955
KC661276	76.653
JX042579	61.567
JQ809702	54.47
JQ911768	154.466
JN699013	156.758
JN699001	48.42
JN698997	110.569
JN831653	58.076
JN699627	156.646
JN699626	154.573
JN699625	155.299
JN680858	69.279
JN643714	59.672
JN624851	42.594
JN624850	155.586
JN572061	45.58
JN412592	153.882
JN412591	48.984
JN412588	157.568
JN243855	62.991
JF937105	83.724
JF937104	61.147
JF937101	109.086
JF937090	111.688
JF704106	60.835
JF704115	58.714
JF704113	73.784
JF704112	71.547
JF704108	74.914
JF704116	156.281
JN204348	155.286
JF704105	59.646
JF704100	65.1
JF704096	155.167
JF704092	153.401
JN201525	106.327
JN185608	59.749
JF957059	109.27
JF744988	75.96
HM152765	47.287
HM152764	59.598
HM152763	73.453
GQ303262	154.349
GQ303260	155.445
FJ168659	47.057
EU826471	155.372
EU826468	154.906
EU826467	153.894
AY129337	156.102
AF068845	52.797
MT740731	57.085
MT951623	44.7
MT884015	44.67
MT884013	44.7
MT884012	44.7
MT884011	135.883
MT884010	135.884
MT884009	135.883
MT884008	135.883
MT884007	166.364
MT884006	166.363
LR811969	157.099
LR811968	157.81
LR811967	159.312
LR800396	157.543
MW057860	58.873
MW057859	40.28
MW057858	155.737
MW057857	109.434
MW057856	57.214
MW057855	39.447
MW057854	40.2
MW161468	29.772
MW161467	29.535
MW161466	29.627
MW161465	30.034
MW161464	29.8
MW161463	29.638
MW161462	29.768
MW161461	29.774
MW145139	59.837
MW145138	45.88
MW145137	50.958
MW145136	41.033
MW091529	18.183
MW091528	31.712
MW151244	43.07
MT701598	48.481
MT701597	50.272
MT701596	45.128
MT701595	45.617
MT701594	50.834
MT701593	44.694
MT701592	51.775
MT701591	38.038
MT701590	253.383
MT701589	44.346
MT701588	171.475
MT701587	44.942
MT701586	43.707
MW073017	128.36
MW147367	187.32
MW117966	192.454
MW117965	180.224
MT941682	47.148
MW119570	41.487
MT553346	51.373
MT012729	41.658
MT310898	185.323
MT310892	69.129
MT310871	68.546
MT310870	70.841
MT310868	68.458
MT310867	68.618
MT310865	132.885
MT310863	50.643
MT316460	68.91
MT316463	68.983
MT311645	108.987
MT114158	51.393
MN945903	68.777
MN945899	68.726
MN813697	51.483
MN813692	29.641
MN813691	29.554
MN813690	29.641
MN813689	29.641
MN813688	29.47
MN813683	29.494
MN813679	29.465
MN813678	67.349
MN813677	29.516
MN813675	29.33
MN703415	68.929
MN728684	51.412
MN586058	68.398
MN586046	67.496
MN586045	67.497
MN586009	49.53
MN585967	68.48
MN585965	68.885
MN369759	70.937
MN369757	131.317
MN369750	133.961
MN369744	68.418
MN369743	133.471
MN369738	68.083
MN444876	133.09
MN444873	68.634
MN444872	68.98
MN444868	68.454
MN484599	132.935
MN428060	130.73
MN428050	71.244
MN428049	67.516
MN284905	51.281
MN284899	51.591
MN284894	46.505
MN329678	29.549
MN234225	67.411
MN234223	68.523
MN234208	53.011
MN234192	50.793
MN234171	71.014
MN204498	48.883
MN119376	46.175
MN096381	50.066
MN096379	51.631
MN096375	50.095
MN096373	51.517
MN096371	131.234
MN096366	68.803
MN096360	69.026
MN096359	69.021
MK977711	132.977
MK801722	126.524
MK878905	51.373
MK878895	51.809
MK875799	51.306
MK814751	67.366
MK686071	68.43
MK686069	41.238
MK686068	41.376
MK620898	67.481
MK620894	186.383
MK494126	51.366
MK494125	51.367
MK494117	51.3
MK494112	135.653
MK494104	69.033
MK494097	51.373
MK494093	51.47
MK494088	51.371
MK524526	68.467
MK524524	50.374
MK524512	67.952
MK524490	69.691
MK524486	70.963
MK433278	49.557
MK433276	51.571
MK433271	49.558
MK433270	49.576
MK392366	50.632
MK392365	52.49
MK392364	50.66
MK392363	52.603
MK359357	69.239
MK359356	51.412
MK359351	131.22
MK359340	51.263
MK359332	131.333
MK359310	51.274
MK359301	51.365
MK310145	51.37
MK310139	69.027
MK460248	132.885
MK460245	52.131
MK305891	69.439
MK279881	68.068
MK279910	68.573
MK279908	67.687
MK279904	68.985
MK279897	68.865
MK279895	68.983
MK279894	68.608
MK279891	68.821
MK279890	68.718
MK279889	68.56
MK279888	68.88
MK279887	68.355
MK279885	68.888
MK279883	68.669
MK279882	68.306
MK279879	68.318
MK279878	68.65
MK279877	68.603
MK279873	68.65
MK279871	68.318
MK279870	69.197
MK279866	68.791
MK279865	68.89
MK279864	68.497
MK279861	68.664
MK279859	68.334
MK279858	68.341
MK279855	68.415
MK279852	69.191
MK279850	68.866
MK279846	68.978
MK279843	68.65
MK112527	68.179
MK112536	68.753
MK112539	68.057
MK112542	68.75
MK112544	69.085
MK112546	68.075
MK112551	68.831
MK112552	68.568
MK112553	68.325
MK112555	68.939
MK061414	69.164
MK061411	67.503
MH926060	68.591
MH825710	51.365
MH825705	68.774
MH825702	68.584
MH825699	40.725
MH779516	68.866
MH779500	68.521
MH744418	184.281
MH744417	68.591
MH727564	131.25
MH727561	69.867
MH727563	51.029
MH727555	68.521
MH727546	67.391
MH651190	52.628
MH651186	68.406
MH651184	68.04
MH651177	68.596
MH651175	68.856
MH669016	52.6
MH669004	50.547
MH697588	51.367
MH697584	67.494
MH590601	50.66
MH590599	131.909
MH590597	133.195
MH590594	68.39
MH590591	67.304
MH590588	66.887
MH576977	68.657
MH576970	68.015
MH576968	133.007
MH576967	68.405
MH576965	133.886
MH576964	131.427
MH576962	186.702
MH576958	68.494
MH576954	67.993
MH513980	68.056
MH513976	69.431
MH513973	68.822
MH513970	71.376
MH536817	51.343
MH509443	51.366
MH479921	69.085
MH479918	68.637
MH479916	68.547
MH479914	69.476
MH450122	64.827
MH450116	69.174
MH450114	45.418
MH399785	51.376
MH399777	51.376
MH400309	39.747
MH399786	68.873
MH399780	68.494
MH399775	68.866
MH399773	69.263
MH371107	68.243
MH371114	69.044
MH371117	69.031
MH371125	68.878
MH248947	50.129
MH316568	68.527
MH316565	69.8
MH191395	61.83
MH178382	57.243
MH178381	57.243
MH171098	51.396
MH171097	51.393
MH171096	50.605
MH171095	51.612
MH171094	51.127
MH171093	50.98
MH155879	51.368
MH155875	51.376
MH155874	68.721
MH155868	46.133
MH230877	51.374
MH230875	68.503
MH230874	68.296
MH077581	51.372
MH051251	68.235
MH051249	67.491
MH051247	51.418
MH051265	68.482
MH020249	51.365
MH019216	68.26
MH019215	68.671
MG962375	68.086
MG962373	51.411
MG962365	68.331
MG962363	68.509
MG962362	68.056
MH001460	52.743
MH001452	67.406
MG944223	68.798
MG944225	68.493
MG944224	51.366
MG944217	51.373
MG925356	68.792
MG925353	69.439
MG925350	68.488
MG925348	69.009
MG925346	68.921
MG925339	68.249
MG925338	68.668
MG920059	68.514
MG757165	68.716
MG757164	68.727
MG757163	51.464
MG757162	67.401
MG757159	68.673
MG757158	68.821
KP027207	69.451
KX619651	51.502
JX649097	68.992
MG839014	68.67
MG812491	67.57
MG812490	67.044
MG770212	68.296
MG593802	49.299
MG251390	44.895
MG518520	46.094
MG298964	48.803
MG004687	44.784
MF919539	68.682
MF919533	29.217
MF919530	67.88
MF919528	68.375
MF919523	67.768
MF919522	29.223
MF919519	68.804
MF919516	29.041
MF919515	29.451
MF919511	68.953
MF919509	51.374
MF919507	68.171
MF919505	29.742
MF919503	67.776
MF919491	30.112
MF975638	57.385
MF766048	50.574
MF766047	50.837
MF766046	50.483
MF766045	50.602
MF766044	49.372
MF541410	49.961
MF541409	49.976
MF541408	50.066
MF541407	49.908
MF541406	50.976
MF541405	50.536
MF541404	50.066
MF541403	49.941
MF668279	45.428
MF668278	51.294
MF668276	68.056
MF668273	45.426
MF668266	45.428
MF347639	133.71
MF347638	133.047
MF347637	133.486
MF347636	131.086
MF358542	133.917
MF155947	68.324
MF155946	131.976
MF358541	132.996
KY965066	68.714
KY798121	40.491
KY798120	40.214
KY676784	39.693
KY676783	68.506
KY471266	51.367
KY385383	69.082
KY385382	69.082
KY385380	69.082
KY549155	51.402
KY365739	57.165
KY224000	69.819
KY204251	51.37
KY204250	51.407
KY204249	51.365
KY204248	51.366
KY083062	51.374
KY083061	51.369
KX817174	51.373
KX683293	68.492
KX683292	68.314
KX550442	51.274
KX550441	51.178
KX620786	69.037
KX589269	70.679
KX648373	51.376
KX641260	51.591
KX670813	68.493
KX592589	68.597
KX702319	68.938
KX576647	68.604
KX576646	68.637
KX576645	68.637
KX576643	68.415
KX579975	51.257
KX578071	68.479
KX507345	51.067
KX507344	50.701
KX507343	50.558
KX443696	66.507
KX458236	51.37
KX369585	69
KX344445	50.082
KU985094	51.371
KU985092	51.162
KU867907	68.327
KU867906	51.37
KU530220	64.477
KT880194	67.509
KU160650	46.723
KU189325	57.256
KU055616	51.637
KT716493	51.374
KT599441	68.596
KT365402	67.349
KT365397	51.372
KT364588	68.405
KT186229	49.483
KT186228	49.452
KT184391	50.165
KT184390	50.113
KT124229	50.727
KT124228	50.773
KT124227	49.562
KT152029	49.949
KT270441	71.214
KR997967	68.367
KR997932	67.277
KR816508	68.515
KR781349	68.227
KR080205	68.685
KR080203	68.674
KR080200	72.109
KR080199	70.27
KR080194	72.139
KP876466	57.168
KP876465	56.528
KP027208	68.328
KP027209	68.311
KP027197	68.716
KP057620	51.37
KM652554	133.531
KM363597	69.271
KM347890	68.873
KM408320	68.576
KM236502	68.472
KM101117	67.496
KJ567044	68.428
KJ183193	38.756
KJ183192	39.311
KJ183191	39.425
KJ595576	68.807
KJ538723	68.043
KJ510414	51.378
KJ194579	68.735
KJ194584	68.628
KJ194583	68.607
KJ194581	68.662
KJ194580	69.03
KJ174157	67.744
KF959563	51.797
KF954506	51.25
KF841476	51.369
KF713485	68.262
KF493881	70.841
KF493879	68.196
KF024733	51.384
KF024729	70.838
KF024727	70.12
KF024722	67.324
KC691258	68.598
KC700558	51.077
KC700557	51.552
KC700556	51.252
KC661274	67.702
KC661271	51.373
KC576784	68.355
JX649099	68.004
JX649098	69.321
JX649096	68.884
JX182370	51.071
JX307703	51.377
JX262225	29.516
JX262224	29.516
JX262223	29.348
JX262222	29.612
JX262221	29.505
JX262220	29.506
JX262219	29.202
JX262218	29.371
JX262217	29.574
JX262216	29.729
JX262215	29.214
JX262376	51.16
JQ896627	51.44
JN699018	68.633
JN699017	68.839
JN699015	51.813
JN699011	69.641
JN699010	68.133
JN699008	68.494
JN699006	68.711
JN699004	67.436
JN699003	69.409
JN698992	67.949
JN698991	67.451
JN698990	68.839
JN638753	68.307
JN638752	68.6
JN618996	67.169
JN561150	51.367
JN243857	51.308
JN243856	51.368
JF937109	68.719
JF937097	68.675
JF937095	68.193
JF704104	71.092
JF704103	68.346
JF704095	68.245
JF704094	70.428
JF704091	68.85
JN192463	68.72
JN006064	69.118
JN006063	68.804
JF957056	68.839
JF792674	51.369
HQ224500	10.638
HM152766	51.436
GU247134	68.432
GU247133	68.569
GQ303266	68.016
GQ303264	68.323
GQ303263	51.376
GQ303259	67.774
FJ641182	69.378
EU816589	68.09
DQ840344	35.055
EF506570	7.87
DQ398048	67.188
AY129334	67.48
LC589952	178.408
MW084976	165.667
MW057919	266.592
MW056503	40.556
MW056502	41.953
MW056501	40.535
MW042812	40.243
MW042811	40.243
MW042810	40.523
MW042809	40.522
MW042808	40.952
MW042807	40.185
MW042806	39.887
MW042805	39.865
MW042804	39.833
MW042803	40.613
MW042802	51.633
MW042801	40.243
MW042800	40.174
MW042799	40.243
MW042798	40.605
MW042797	40.243
MW042796	40.605
MW042795	40.526
MW042794	40.243
MW042793	40.243
MW042792	40.77
MW042791	40.516
MW042790	40.243
MW042789	40.606
MW042788	40.967
MW042787	40.967
MW074885	39.355
MT708549	68.393
MT708548	51.956
MT708545	42.407
MW013503	40.664
MW013502	40.663
MW004544	147.532
CP025907	31.521
MT774405	99.848
MT774404	98.308
MT774394	92.815
MT774393	83.412
MT774392	95.15
MT774391	99.212
MT774390	98.164
MT774389	101.082
MT774388	102.301
MT774387	102.434
MT774386	89.781
MT774385	101.437
MT774384	92.668
MT774383	93.559
MT774382	99.985
MT774381	91.101
MT774380	99.882
MT774379	92.6
MT774378	101.662
MT774377	93.787
MT774376	98.34
MT774375	98.826
MT774411	97.886
MT774410	98.667
MT774409	96.717
MT774408	94.826
MT774407	98.095
MT774406	101.532
MT774403	98.557
MT774402	103.832
MT774401	97.422
MT774400	96.055
MT774399	99.168
MT774398	100.198
MT774397	97.29
MT774396	101.153
MT774395	103.665
MW067003	99.127
MW067002	99.121
MW067001	98.005
MW067000	98.005
MW012634	28.95
MT986029	78.164
MT986028	59.15
MT986027	41.556
MT986026	41.492
MN539721	15.365
CP062992	168.979
CP058330	119.621
MT894005	50.346
MT894004	47.129
MT968995	165.369
MT366580	41.772
KC109329	40.218
MT889398	53.826
MT889397	58.617
MT889396	58.618
MT889395	154.859
MT889394	68.939
MT889392	42.174
MT889391	70.064
MT889390	51.374
MT889389	41.34
MT889388	50.783
MT889387	61.275
MT889386	51.412
MT889385	64.606
MT889384	52.265
MT889383	75.793
MT889382	51.407
MT889381	70.079
MT889380	57.693
MT889379	77.117
MT889378	46.185
MT889377	40.457
MT889376	44.204
MT889375	43.1
MT889374	58.166
MT889373	38.594
MT889372	41.2
MT889371	39.631
MT889370	75.807
MT889369	68.929
MT889368	75.28
MT889367	47.354
MT889366	43.599
MT889365	41.876
MT889364	15.193
MT932329	183.102
MT740738	58.603
MT423824	40.159
MT162468	173.659
LR877332	169.207
LR877331	166.71
LR757892	49.131
LR746311	169.243
LR746310	174.231
LR746137	152.148
MT833283	112.791
MK568540	247.619
MK387337	194.955
MT939488	356.948
MT939487	355.376
MT939486	358.115
MT900488	36.088
MT900487	32.272
MT992243	43.482
MT952005	61.382
MT933737	66.127
MT926124	17.471
MT939242	44.108
MT939253	142.896
MT939252	44.687
MT932212	39.265
MT932213	166.1
MT932211	147.702
MT952854	74.961
MT952853	39.404
MT952852	129.935
MT952851	69.13
MT952850	17.473
MT952849	68.621
MT952848	15.494
MT952847	50.977
MT952846	41.809
MT952845	45.424
MT952844	54.546
MT952843	56.53
MT862763	40.294
MT857001	40.454
MT833387	39.39
MN788369	155.285
MN813053	151.71
MN813052	149.364
MN813051	154.72
MN813050	152.837
MN813049	154.716
MN813048	154.722
MT708550	42.452
MT708547	346.937
MT708546	45.055
MT192033	34.612
MT974436	156.121
MN715356	76.083
KY053532	29.632
KY083726	75.764
MT787017	141.342
MT813197	39.436
MT818427	41.665
MT818426	59.253
MT818425	70.777
MT818424	46.225
MT818423	156.653
MT818422	42.498
MT818421	53.701
MT818420	56.701
MT818419	71.111
MT818418	71.343
MT818417	51.378
MT818416	153.731
MT818415	53.276
MT354569	112.269
MT822288	39.98
MT822287	39.626
MT822286	39.879
MT822285	39.649
MT822284	39.879
MT939241	86.301
MT939240	71.854
MT947439	5.386
MT777452	26.863
MT771350	41.813
MT771349	74.429
MT771348	66.696
MT771347	113.698
MT771346	48.397
MT771345	66.807
MT771344	54.803
MT771343	58.203
MT771342	44.079
MT771341	43.833
MT771340	53.771
MT771339	44.938
MT757399	18.477
MT740245	104.575
MT740244	90.382
MN857473	45.682
MN539738	139.031
MN539737	140.086
MN539736	139.088
MT233525	34.894
MT233524	112.111
MT811961	286.284
MK756096	46.511
MK756095	46.386
MK756094	46.512
MK756093	47.204
MK756092	47.214
MK756091	47.227
MK756090	49.098
MK756089	49.168
MK756088	49.08
MK756087	47.232
MK756086	47.223
MK756085	49.115
MK756084	49.115
MK756083	49.073
MT241605	46.328
MT002875	33.582
MT585315	49.076
MT585314	49.076
MT585313	46.498
MT585312	49.076
MT585311	49.076
MT585310	46.494
MT585309	49.063
MT585308	49.066
MT585307	49.043
MT585306	49.08
MT585305	49.066
MT585304	49.076
MT585303	49.063
MT585302	49.082
MT585301	49.055
MT585300	49.072
MT585299	49.053
MT585298	49.06
MT585297	49.075
MT585296	49.068
MT585295	49.073
MT585294	49.076
MT585293	49.063
MT585292	49.064
MT585291	49.073
MT585290	49.073
MT585289	49.076
MT585288	49.06
MT585287	49.072
MT585286	49.076
MT585285	49.036
MT585284	49.076
MT585283	49.076
MT585282	47.224
MT585281	47.224
MT585280	49.081
MT585279	49.078
MT585278	49.078
MT585277	49.063
MT585276	49.058
MT585275	49.052
MT585274	49.071
MT585273	49.077
MT225100	50.953
MH598512	42.248
MG784342	41.82
KX147229	162.308
KX156152	162.04
KJ489402	162.816
KJ489401	158.75
KJ489400	159.837
KJ489399	158.1
KJ489398	159.656
KJ489397	160.541
MT457475	44.805
MT210152	45.486
MT639649	41.417
MT639647	17.382
MT639646	97.105
MT639641	63.064
MT522007	52.314
MT522006	46.875
MT522005	76.169
MT522004	53.702
MT522000	54.814
MT521998	57.764
MT521996	68.882
MT521993	135.372
MT521992	142.586
MT521990	17.442
MT498057	42.35
MT498067	17.143
MT498064	53.62
MT498060	53.348
MT498059	45.384
MT498056	51.383
MT498055	49.5
MT498051	17.368
MT498047	17.05
MT498046	17.477
MT498040	17.45
MT498038	17.463
MT498036	58.928
MT498035	59.501
MT553347	57.054
MT553345	55.149
MT553342	62.812
MT553338	51.379
MT553336	48.746
MT361972	50.916
MT310896	41.448
MT310895	51.319
MT310894	62.869
MT310893	58.368
MT310891	54.442
MT310890	54.442
MT310889	54.442
MT310888	53.959
MT310887	53.919
MT310886	51.037
MT310885	51.141
MT310884	51.141
MT310883	49.127
MT310875	54.519
MT310874	59.188
MT310872	58.46
MT310869	54.309
MT310864	17.049
MT310857	52.651
MT310854	57.623
MT310853	41.522
MT310852	56.205
MT316462	17.452
MT316459	17.454
MT316458	17.434
MH271317	40.526
MF197383	40.353
MT114166	62.393
MT114165	75.679
MT114163	145.208
MT114162	129.37
MT114161	50.789
MT024872	127.551
MT024871	43.51
MT024870	15.369
MT024869	43.446
MT024868	46.623
MT024865	126.614
MT024860	41.594
MT024859	52.018
MN945902	46.617
MN908694	61.88
MN908690	63.862
MN908689	42.622
MN908688	56.391
MN735433	56.825
MN735432	42.393
MN735431	57.346
MN735429	43.699
MN813700	52.955
MN813698	68.553
MN813696	51.679
MN813693	69.897
MN813686	70.668
MN813684	55.691
MN813682	55.686
MN813680	42.95
MN813676	43.022
MN703414	95.409
MN703413	44.651
MN703412	56.734
MN703409	38.969
MN703407	95.34
MN703405	52.595
MK814760	114.174
MN585990	17.385
MN586061	43.949
MN586059	53.496
MN586057	44.795
MN586056	56.115
MN586054	56.472
MN586053	58.687
MN586051	76.419
MN586050	74.969
MN586049	44.619
MN586044	75.66
MN586043	76.688
MN586042	53.352
MN586041	74.969
MN586040	136.319
MN586039	51.8
MN586037	75.129
MN586036	44.609
MN586035	74.97
MN586034	75.267
MN586032	76.025
MN586020	55.21
MN586019	74.731
MN586017	75.101
MN586015	48.123
MN586014	67.573
MN586013	75.423
MN586010	17.116
MN586008	17.445
MN586007	54.344
MN586002	52.181
MN585999	53.032
MN585998	49.937
MN585993	71.538
MN585992	76.413
MN585986	54.347
MN585984	48.85
MN585980	53.403
MN585975	58.15
MN585974	52.556
MN585972	60.191
MN585969	50.77
MN369765	42.108
MN369756	52.661
MN369755	59.268
MN369752	57.663
MN369749	58.027
MN369747	53.789
MN369745	17.426
MN369739	56.502
MN444878	46.96
MN444877	53.362
MN444871	46.473
MN444869	53.408
MN617845	53.793
MN617844	51.052
MN484600	38.85
